ticket_id,name,T2,T3,T31,T32,T33,T34,T35
140702171112621, ,99,495,99,99,99,99,99
140729131391521, ,4,495,99,99,99,99,99
140729131410321, ,99,99,99,0,0,0,0
140729151262321, ,99,1,1,0,0,0,0
140729071014421, ,4,2,1,0,1,0,0
140729071024521, ,99,495,99,99,99,99,99
140729071923921, ,2,0,0,0,0,0,0
140729071942121, ,2,2,1,0,1,0,0
140729071961221, ,2,1,1,0,0,0,0
140729071964221, ,2,495,99,99,99,99,99
140729071983721, ,6,495,99,99,99,99,99
140729071991221, ,0,495,99,99,99,99,99
140729081600221, ,4,3,1,0,0,0,2
140729081600921, ,4,3,0,0,1,0,2
140729081610721, ,4,6,1,1,0,2,2
140729081612521, ,2,3,1,0,0,0,2
140729081614821, ,4,1,1,0,0,0,0
330300081032021, ,4,6,1,1,0,2,2
330300081033321, ,2,4,1,1,0,0,2
330300081034421, ,0,6,1,0,1,2,2
330300081052721, ,4,1,1,0,0,0,0
330300081124221, ,4,6,1,1,0,2,2
330300081140821, ,4,3,1,0,0,2,0
330300121034221, ,0,1,1,0,0,0,0
330300121100521, ,4,1,1,0,0,0,0
330300121101621, ,4,3,1,0,0,0,2
330300121105221, ,4,2,0,0,0,2,0
330300121112121, ,4,6,1,0,1,2,2
330300141100221, ,0,0,0,0,0,0,0
330300141130921, ,99,495,99,99,99,99,99
330300141135021, ,2,4,1,0,1,0,2
330300141191921, ,6,4,1,1,0,0,2
330300141192521, ,4,3,1,0,0,0,2
330300141193721, ,4,1,1,0,0,0,0
330300151081921, ,2,1,0,0,1,0,0
330300151100321, ,4,1,0,0,1,0,0
330300151111421, ,4,99,99,0,0,0,0
330300151112721, ,4,3,1,0,0,0,2
330300151135221, ,2,3,1,0,0,0,2
330300151151821, ,99,4,1,1,0,0,2
330300151152421, ,2,4,1,1,0,0,2
330300151153021, ,6,5,1,0,0,2,2
330300131044421, ,0,3,1,0,0,0,2
330300131084721, ,4,1,1,0,0,0,0
330300101043221, ,99,495,99,99,99,99,99
330300101053321, ,0,1,1,0,0,0,0
330300111051121, ,4,1,1,0,0,0,0
330300111052821, ,0,495,99,99,99,99,99
330300111082621, ,4,4,1,1,0,0,2
330300111122121, ,2,99,99,0,0,0,0
330300121030121, ,0,3,1,0,0,0,2
330300241031221, ,0,7,1,0,2,2,2
330300241061721, ,2,3,0,0,1,0,2
330300241062321, ,0,1,1,0,0,0,0
330300241083021, ,99,99,99,0,0,0,0
330300251011021, ,99,495,99,99,99,99,99
330300161012821, ,99,99,99,0,0,0,0
330300161032621, ,0,5,1,0,0,2,2
330300171010521, ,4,3,1,0,0,0,2
330300171011721, ,6,5,1,0,2,0,2
330300171022021, ,2,0,0,0,0,0,0
330300171043021, ,0,495,99,99,99,99,99
330300181010221, ,99,495,99,99,99,99,99
330300181010321, ,99,99,99,0,0,0,0
330300181012621, ,2,99,99,0,0,0,0
330300181013221, ,99,495,99,99,99,99,99
330300181032921, ,4,1,0,0,1,0,0
330300181034021, ,99,495,99,99,99,99,99
330300181083221, ,0,1,1,0,0,0,0
330300181083321, ,0,1,0,0,1,0,0
330300181090921, ,4,3,1,0,0,0,2
330300181093321, ,99,495,99,99,99,99,99
330300181093921, ,0,0,0,0,0,0,0
330300291032221, ,4,0,0,0,0,0,0
330300301103321, ,99,99,99,0,0,0,0
330300301121521, ,99,99,99,0,0,0,0
330300301122721, ,4,2,1,0,1,0,0
330300301144721, ,4,5,1,0,0,2,2
330300311011421, ,99,2,1,0,1,0,0
330300311012021, ,2,1,1,0,0,0,0
330300281151021, ,4,3,1,0,0,0,2
330300281154121, ,4,4,1,1,0,0,2
330300281173821, ,99,1,1,0,0,0,0
330300281183621, ,99,495,99,99,99,99,99
330300251054421, ,4,2,1,0,1,0,0
330300251151121, ,4,3,1,0,0,2,0
330300251162921, ,4,3,1,0,0,0,2
330300251164621, ,4,6,1,0,1,2,2
330300311023321, ,0,99,99,0,0,0,0
330300321022321, ,99,99,99,0,0,0,0
330300321022921, ,99,495,99,99,99,99,99
330300321040221, ,2,2,1,0,1,0,0
330300331061821, ,0,495,99,99,99,99,99
330300331062521, ,0,1,1,0,0,0,0
330300331143521, ,2,4,1,0,1,0,2
330300331150421, ,0,4,1,0,1,0,2
330300331164121, ,6,7,1,1,1,2,2
110107041080521, ,4,6,1,1,2,0,2
110107041090721, ,2,4,1,1,0,0,2
110107041111321, ,99,495,99,99,99,99,99
110107041121221, ,4,4,1,0,1,0,2
110107051010321, ,4,3,1,0,0,0,2
110107061042421, ,0,4,1,1,0,0,2
110107061060621, ,99,495,99,99,99,99,99
110107061061221, ,2,3,0,0,1,0,2
110107061083521, ,99,1,1,0,0,0,0
110107071011721, ,0,3,1,0,0,2,0
110107071030121, ,4,4,1,0,1,0,2
110107071032521, ,4,3,0,0,1,0,2
110107071033021, ,2,4,1,0,1,0,2
310101051081921, ,4,4,1,0,1,0,2
310101061012721, ,4,5,1,0,0,2,2
310101061033421, ,2,3,1,0,0,0,2
310101061040621, ,99,495,99,99,99,99,99
310101071013121, ,99,495,99,99,99,99,99
310101071032921, ,6,5,1,0,2,0,2
310101071072221, ,4,3,1,0,0,0,2
310101081011821, ,4,495,99,99,99,99,99
310101081020721, ,4,5,1,0,2,0,2
330300011042821, ,0,2,0,0,0,0,2
330300011061421, ,0,0,0,0,0,0,0
330300011063221, ,4,3,1,0,0,0,2
330300011071521, ,4,1,1,0,0,0,0
330300011072621, ,2,4,0,1,1,0,2
310101031031421, ,2,99,99,0,0,0,0
310101031032021, ,4,3,1,0,0,0,2
310101031051421, ,0,6,1,0,1,2,2
310101041010721, ,2,3,1,0,0,0,2
310101041011221, ,4,3,1,0,0,0,2
310101041011821, ,0,1,1,0,0,0,0
310101051050121, ,4,4,1,1,0,0,2
310101051050721, ,6,3,1,0,0,0,2
140729171711321, ,2,1,1,0,0,0,0
140729181780421, ,0,1,1,0,0,0,0
140729181781121, ,2,3,0,0,1,0,2
140729191560321, ,6,6,1,1,0,2,2
140729191562121, ,4,3,0,0,1,0,2
310101011011721, ,4,99,99,0,0,0,0
310101011012921, ,4,4,1,1,0,0,2
310101011020721, ,4,4,0,1,1,0,2
310101011021321, ,4,495,99,99,99,99,99
310101011051221, ,99,495,99,99,99,99,99
310101011061321, ,99,99,99,0,0,0,0
310101011063021, ,99,495,99,99,99,99,99
310101021041621, ,4,5,1,0,0,2,2
310101021043521, ,4,495,99,99,99,99,99
330300081143821, ,2,4,1,1,0,0,2
110107051024021, ,4,3,0,0,1,0,2
110107051031221, ,4,4,1,0,1,0,2
110107051031321, ,6,3,1,0,0,0,2
110107051032521, ,6,3,1,0,0,0,2
110107051041621, ,2,3,1,0,0,0,2
110107051050821, ,4,4,1,1,0,0,2
110107051060821, ,4,3,0,0,1,0,2
110107021032421, ,4,6,1,1,2,0,2
110107021043021, ,4,4,1,1,0,0,2
110107021043121, ,0,3,1,0,0,0,2
110107031012021, ,0,3,1,0,0,0,2
110107031012121, ,4,0,0,0,0,0,0
110107031020721, ,99,0,0,0,0,0,0
110107031021921, ,4,4,1,0,1,0,2
110107041021621, ,0,4,1,1,0,0,2
110107041040921, ,99,99,99,0,0,0,0
110107041041521, ,4,5,1,1,1,0,2
110107041050921, ,4,1,1,0,0,0,0
110107041052721, ,4,2,1,1,0,0,0
110107041061521, ,6,4,1,0,1,0,2
140702011573221, ,99,99,99,0,0,0,0
140702011581721, ,0,0,0,0,0,0,0
140702011584021, ,2,4,1,0,1,0,2
140702011601421, ,0,4,1,1,0,0,2
110107081013221, ,4,99,99,0,0,0,0
110107081022321, ,6,495,99,99,99,99,99
110107081022821, ,6,4,1,0,1,0,2
110107081042521, ,2,99,99,0,0,0,0
110107081083121, ,4,3,1,0,0,0,2
110107091030221, ,0,0,0,0,0,0,0
110107101013021, ,99,0,0,0,0,0,0
110107101013621, ,2,3,0,0,1,0,2
110107101040121, ,2,4,1,1,0,0,2
110107101042521, ,4,4,1,0,1,0,2
110107101051921, ,4,1,1,0,0,0,0
110107101070221, ,6,4,1,0,1,0,2
110107121014021, ,2,4,1,0,1,0,2
110107121020621, ,99,495,99,99,99,99,99
110107121021221, ,99,1,1,0,0,0,0
110107121022521, ,4,4,1,0,1,0,2
110107121032021, ,99,99,99,0,0,0,0
110107121032621, ,0,2,1,0,1,0,0
110107121041821, ,99,99,99,0,0,0,0
110107131021921, ,0,3,1,0,0,2,0
110107131022521, ,99,495,99,99,99,99,99
110107141013921, ,4,1,1,0,0,0,0
110107151012421, ,6,3,0,0,1,0,2
110107151013721, ,4,4,1,0,1,0,2
110107151023821, ,4,99,99,0,0,0,0
110107151040821, ,6,3,1,0,0,0,2
110107151042721, ,2,4,1,1,0,0,2
110107151051121, ,4,5,1,0,0,2,2
110107151051621, ,0,0,0,0,0,0,0
140702011532921, ,4,1,1,0,0,0,0
140702011540121, ,6,495,99,99,99,99,99
140702011552921, ,0,1,1,0,0,0,0
140702011554121, ,4,3,1,0,0,0,2
140702011562021, ,0,1,1,0,0,0,0
140702011562721, ,4,6,1,1,2,0,2
140702011563821, ,4,5,1,1,1,0,2
140702041044521, ,99,99,99,0,0,0,0
140702041072221, ,99,495,99,99,99,99,99
140702041075221, ,4,1,1,0,0,0,0
140702061850221, ,4,2,0,0,0,2,0
140702061852621, ,0,3,1,0,0,2,0
140702061873021, ,4,4,1,0,1,0,2
140702071282821, ,0,1,1,0,0,0,0
140702071294621, ,4,495,99,99,99,99,99
140702071301121, ,99,495,99,99,99,99,99
140702071303521, ,0,1,1,0,0,0,0
140702071322121, ,0,0,0,0,0,0,0
140702071322621, ,0,1,1,0,0,0,0
140702081861121, ,6,3,1,0,0,0,2
140702081872221, ,2,0,0,0,0,0,0
140702081874121, ,0,495,99,99,99,99,99
140702081874621, ,6,1,1,0,0,0,0
140702081874721, ,4,3,0,0,1,0,2
140702081892021, ,4,0,0,0,0,0,0
140702081893321, ,6,1,1,0,0,0,0
140702081910921, ,4,0,0,0,0,0,0
140702081913821, ,4,3,0,0,1,0,2
140702051571021, ,99,495,99,99,99,99,99
140702051581721, ,2,1,1,0,0,0,0
140702051582321, ,0,0,0,0,0,0,0
140702051602821, ,2,3,1,0,0,2,0
140702051604021, ,0,1,0,0,1,0,0
140702021032621, ,0,3,1,0,0,2,0
140702021034421, ,99,99,99,0,0,0,0
140702021034521, ,2,5,1,0,2,2,0
140702031071921, ,4,2,0,0,0,0,2
140702031081221, ,2,4,1,1,0,0,2
140702031090721, ,0,4,1,0,1,0,2
140702031092421, ,4,0,0,0,0,0,0
140702031110621, ,99,1,0,0,1,0,0
140702031124821, ,4,4,1,0,1,0,2
140702041032421, ,0,4,1,1,0,0,2
140702131033421, ,0,99,99,0,0,0,0
140702131051321, ,2,3,1,0,0,0,2
140702141090521, ,99,99,99,0,0,0,0
140702141100221, ,99,99,99,0,0,0,0
140702141100821, ,0,3,1,0,0,2,0
140702081920221, ,99,99,99,0,0,0,0
140702081923221, ,99,99,99,0,0,0,0
140702081923921, ,99,495,99,99,99,99,99
140702081941221, ,99,0,0,0,0,0,0
140702081944921, ,4,3,1,0,0,0,2
140702091820321, ,4,7,1,0,2,2,2
140702091823821, ,0,495,99,99,99,99,99
140702091853421, ,4,3,0,0,1,0,2
140702101510421, ,99,495,99,99,99,99,99
140702101513521, ,4,3,1,0,0,0,2
140702101533821, ,4,495,99,99,99,99,99
140702101551121, ,99,99,99,0,0,0,0
140702101553521, ,4,3,0,0,1,0,2
140702101560721, ,99,495,99,99,99,99,99
140702101581321, ,4,99,99,0,0,0,0
140702101584821, ,2,495,99,99,99,99,99
140702101590421, ,4,495,99,99,99,99,99
140702101591121, ,4,4,1,1,0,0,2
140702101612021, ,0,0,0,0,0,0,0
140702101613921, ,4,4,1,0,1,0,2
140702111340621, ,0,99,99,0,0,0,0
140702111381921, ,2,1,0,0,1,0,0
140702111382521, ,99,0,0,0,0,0,0
140702111383621, ,4,1,1,0,0,0,0
140702111383721, ,0,495,99,99,99,99,99
140702111390321, ,2,1,0,0,1,0,0
140702111390821, ,0,495,99,99,99,99,99
140702111394421, ,4,4,1,1,0,0,2
140702111400721, ,99,495,99,99,99,99,99
140702111401221, ,0,495,99,99,99,99,99
140702111423921, ,0,0,0,0,0,0,0
140702111443521, ,4,1,1,0,0,0,0
140702121624321, ,4,99,99,0,0,0,0
140702121624821, ,2,3,0,0,1,0,2
140702121663721, ,4,3,1,0,0,0,2
140702121681721, ,2,3,0,0,1,0,2
140702121714221, ,4,4,1,0,1,0,2
140702131021021, ,4,1,1,0,0,0,0
140702171161221, ,99,99,99,0,0,0,0
140702171163621, ,0,99,99,0,0,0,0
140702191040321, ,4,3,1,0,2,0,0
140702191050321, ,4,99,99,0,0,0,0
140702191050921, ,4,3,0,0,1,0,2
140702191060321, ,4,3,0,0,1,0,2
140702201993221, ,0,1,0,0,1,0,0
140702221210521, ,99,495,99,99,99,99,99
140729011011721, ,2,99,99,0,0,0,0
140729011013421, ,99,99,99,0,0,0,0
140729021002621, ,4,495,99,99,99,99,99
140729021003221, ,99,495,99,99,99,99,99
140729021983521, ,0,1,1,0,0,0,0
140729041461521, ,99,495,99,99,99,99,99
140729041463221, ,4,0,0,0,0,0,0
140729041482821, ,99,99,99,0,0,0,0
140729041483421, ,4,4,1,0,1,0,2
140729081650121, ,4,4,1,1,0,0,2
140729081683221, ,2,3,1,0,0,0,2
140729081684521, ,4,1,0,0,1,0,0
140729081691321, ,99,99,99,0,0,0,0
140729081693721, ,4,495,99,99,99,99,99
140729081720421, ,4,3,0,0,1,0,2
140729081720521, ,2,3,1,0,0,0,2
140729081731521, ,4,3,1,0,0,0,2
140729081733821, ,0,1,1,0,0,0,0
140729081734521, ,99,2,0,0,0,2,0
140729091331921, ,2,1,1,0,0,0,0
140729091340121, ,0,0,0,0,0,0,0
140729091340621, ,4,1,1,0,0,0,0
140729091343021, ,4,2,1,0,1,0,0
140729091343621, ,99,495,99,99,99,99,99
140729091372221, ,99,99,99,0,0,0,0
140729091382021, ,4,3,0,0,1,0,2
140729101361921, ,99,99,99,0,0,0,0
140729101373121, ,4,6,1,0,1,2,2
140729101374221, ,0,495,99,99,99,99,99
140729101402221, ,0,1,0,0,1,0,0
140729101420121, ,2,4,1,1,0,0,2
140729111184421, ,0,1,1,0,0,0,0
140729121910421, ,99,495,99,99,99,99,99
140729121912221, ,99,99,99,0,0,0,0
310101021080721, ,6,3,1,0,0,0,2
310101021082421, ,4,5,1,0,0,2,2
310101021110221, ,0,3,0,0,1,0,2
310101021110821, ,2,3,1,0,0,0,2
310101031020821, ,2,1,0,1,0,0,0
310101031020921, ,4,5,1,0,2,0,2
310101051062121, ,4,3,1,0,0,0,2
110107151040321, ,4,3,1,0,0,0,2
110107151043921, ,4,6,1,0,1,2,2
110107151052221, ,2,5,1,1,1,0,2
110107151062421, ,4,3,1,0,0,0,2
110107151063621, ,2,3,1,0,0,0,2
110107151063721, ,6,0,0,0,0,0,0
140702011531621, ,6,4,1,0,1,0,2
140702011534021, ,4,1,1,0,0,0,0
140702011552821, ,4,1,0,0,1,0,0
140702011562621, ,4,0,0,0,0,0,0
140702041040221, ,99,99,99,0,0,0,0
140702041042621, ,4,4,1,1,0,0,2
140702041043321, ,6,0,0,0,0,0,0
140702041070521, ,0,0,0,0,0,0,0
140702041084921, ,99,99,99,0,0,0,0
140702041090321, ,99,99,99,0,0,0,0
140702061850921, ,2,5,1,0,0,2,2
140702061872421, ,99,99,99,0,0,0,0
140702071281621, ,99,1,1,0,0,0,0
140702071292221, ,0,0,0,0,0,0,0
140702071300521, ,4,1,1,0,0,0,0
140702071301721, ,99,99,99,0,0,0,0
140702071310821, ,0,1,1,0,0,0,0
140702071311521, ,0,0,0,0,0,0,0
140702071313921, ,0,1,1,0,0,0,0
140702071330821, ,99,0,0,0,0,0,0
140702071333221, ,99,99,99,0,0,0,0
140702071333321, ,4,1,1,0,0,0,0
140702081860521, ,4,495,99,99,99,99,99
140702081862821, ,4,1,1,0,0,0,0
140702081863521, ,4,1,1,0,0,0,0
140702081874021, ,4,5,1,0,0,2,2
140702081890821, ,4,0,0,0,0,0,0
140702081912721, ,0,3,0,0,1,0,2
140702051573421, ,99,495,99,99,99,99,99
140702051574121, ,0,3,1,0,0,2,0
140702051582221, ,0,1,0,0,1,0,0
140702051582921, ,0,99,99,0,0,0,0
330300091011521, ,4,3,1,0,0,0,2
330300091080221, ,4,495,99,99,99,99,99
330300091083221, ,0,4,1,0,1,0,2
330300091100621, ,4,4,1,1,0,0,2
330300011111721, ,6,4,1,1,0,0,2
330300011132121, ,4,0,0,0,0,0,0
330300011132721, ,0,3,1,0,0,0,2
330300011133921, ,4,4,1,0,1,0,2
330300021010121, ,0,495,99,99,99,99,99
330300021014321, ,4,7,1,0,2,2,2
330300021071521, ,99,99,99,0,0,0,0
330300021080121, ,4,99,99,0,0,0,0
330300021081321, ,0,1,1,0,0,0,0
330300021085121, ,0,3,1,0,0,0,2
330300021110221, ,99,1,1,0,0,0,0
330300021124621, ,6,495,99,99,99,99,99
330300021124721, ,99,495,99,99,99,99,99
330300031011121, ,0,1,1,0,0,0,0
330300031021921, ,99,495,99,99,99,99,99
330300041042221, ,0,0,0,0,0,0,0
330300041044621, ,99,0,0,0,0,0,0
330300041071021, ,99,99,99,0,0,0,0
330300041072821, ,99,495,99,99,99,99,99
330300041074121, ,99,0,0,0,0,0,0
330300041101621, ,0,3,1,0,0,0,2
330300051080821, ,2,99,99,0,0,0,0
330300051082121, ,4,2,1,0,1,0,0
330300051111521, ,4,1,0,0,1,0,0
330300051112121, ,4,3,1,0,0,0,2
330300061070221, ,4,5,1,1,1,0,2
330300061070321, ,2,495,99,99,99,99,99
330300061075021, ,4,3,1,0,0,2,0
330300071040321, ,99,495,99,99,99,99,99
330300071050921, ,0,1,1,0,0,0,0
330300071072021, ,4,5,1,0,2,0,2
330300071073821, ,0,1,1,0,0,0,0
330300071123321, ,4,4,1,1,0,0,2
330300071123921, ,4,99,99,0,0,0,0
330300081033921, ,0,3,0,0,1,0,2
330300081050921, ,4,495,99,99,99,99,99
330300081103021, ,2,4,1,0,1,0,2
330300081123121, ,4,4,1,0,1,0,2
330300081141421, ,0,99,99,0,0,0,0
330300121111421, ,0,3,0,0,1,0,2
330300121153621, ,2,1,0,0,1,0,0
330300141101521, ,0,1,1,0,0,0,0
330300141121921, ,99,495,99,99,99,99,99
330300141130221, ,4,1,0,0,1,0,0
330300141132021, ,2,4,1,1,0,0,2
330300141150121, ,4,3,1,0,0,0,2
330300151082521, ,99,99,99,0,0,0,0
330300151084921, ,0,0,0,0,0,0,0
330300151095121, ,0,3,0,0,1,2,0
330300151102621, ,6,3,0,0,1,0,2
330300151103321, ,2,2,1,1,0,0,0
330300151105521, ,2,3,0,0,1,0,2
330300151112121, ,0,1,1,0,0,0,0
330300151113221, ,4,1,0,0,1,0,0
330300151152521, ,4,5,1,0,2,0,2
330300151153621, ,6,5,1,1,1,0,2
330300151153721, ,4,495,99,99,99,99,99
330300131040821, ,2,3,1,0,0,0,2
330300131044521, ,4,3,1,0,0,0,2
330300131050421, ,0,1,1,0,0,0,0
330300131080521, ,2,1,1,0,0,0,0
330300141060421, ,4,495,99,99,99,99,99
330300141061721, ,0,3,1,0,0,0,2
330300141064121, ,4,2,1,0,1,0,0
330300101041521, ,99,99,99,0,0,0,0
330300101050921, ,4,99,99,0,0,0,0
330300111041821, ,0,99,99,0,0,0,0
330300111044321, ,99,99,99,0,0,0,0
330300111054021, ,4,1,1,0,0,0,0
330300111082121, ,2,1,1,0,0,0,0
330300111120821, ,4,0,0,0,0,0,0
330300111123821, ,2,2,1,1,0,0,0
330300121010621, ,99,99,99,0,0,0,0
330300121012521, ,2,1,1,0,0,0,0
330300121014321, ,2,3,1,0,2,0,0
330300121021721, ,99,0,0,0,0,0,0
330300121024121, ,0,495,99,99,99,99,99
330300241030721, ,0,2,1,1,0,0,0
330300241062921, ,4,1,0,0,1,0,0
330300241064021, ,99,99,99,0,0,0,0
330300241082421, ,99,99,99,0,0,0,0
330300251012321, ,2,1,1,0,0,0,0
330300251050321, ,2,99,99,0,0,0,0
330300161014121, ,0,0,0,0,0,0,0
330300161090921, ,0,3,0,0,1,0,2
330300161092621, ,0,5,1,0,0,2,2
330300171020921, ,6,4,1,1,0,0,2
330300171021521, ,99,99,99,0,0,0,0
330300181012721, ,6,5,1,0,2,0,2
330300181032821, ,0,3,1,0,0,0,2
330300181080921, ,4,1,1,0,0,0,0
330300181082621, ,4,99,99,0,0,0,0
330300181083821, ,4,4,1,0,1,0,2
330300181083921, ,4,3,1,0,0,0,2
330300191071521, ,4,4,1,1,0,0,2
330300191074021, ,2,3,1,0,0,0,2
330300191083821, ,0,495,99,99,99,99,99
330300201011621, ,99,1,1,0,0,0,0
330300201012921, ,4,4,1,0,1,0,2
330300201013421, ,6,5,1,0,2,0,2
330300201013521, ,4,1,1,0,0,0,0
330300201031021, ,2,3,1,0,0,0,2
330300201031621, ,6,4,1,0,1,0,2
330300201034721, ,4,3,1,0,0,0,2
330300201062021, ,0,3,1,0,0,0,2
330300201112321, ,2,2,1,0,1,0,0
330300211010321, ,2,99,99,0,0,0,0
330300211051821, ,4,5,1,1,1,0,2
330300211052421, ,4,5,1,0,0,2,2
330300221010221, ,0,2,0,0,0,2,0
330300221013921, ,99,0,0,0,0,0,0
330300221043021, ,0,1,1,0,0,0,0
330300221044321, ,0,99,99,0,0,0,0
330300221091621, ,0,1,0,0,1,0,0
330300221112521, ,4,3,0,0,1,0,2
330300221113021, ,0,3,1,0,0,2,0
330300221141021, ,4,3,1,0,0,0,2
330300221223021, ,0,1,1,0,0,0,0
330300231240821, ,0,2,1,1,0,0,0
330300231250121, ,0,3,1,0,0,0,2
330300231251821, ,4,3,1,0,0,0,2
330300271052621, ,0,1,1,0,0,0,0
330300271103121, ,0,5,1,0,0,2,2
330300281080521, ,6,4,0,1,1,0,2
330300281081021, ,99,1,1,0,0,0,0
330300281082921, ,99,99,99,0,0,0,0
330300281184821, ,0,5,1,0,0,2,2
330300281193421, ,6,5,1,0,2,0,2
330300281194621, ,4,3,1,0,2,0,0
330300301104421, ,6,3,0,0,1,0,2
330300301121421, ,99,495,99,99,99,99,99
330300301140421, ,4,5,1,1,1,0,2
330300301142921, ,6,4,1,1,0,0,2
330300301143521, ,2,5,1,1,1,0,2
330300301144021, ,0,2,1,1,0,0,0
330300311012621, ,4,6,1,1,2,0,2
330300311013221, ,0,4,1,1,0,0,2
330300311020221, ,0,495,99,99,99,99,99
330300311020821, ,2,5,1,0,0,2,2
330300311021421, ,2,3,1,0,0,0,2
330300281084721, ,99,495,99,99,99,99,99
330300281120621, ,4,1,1,0,0,0,0
330300281123021, ,2,4,1,1,0,0,2
330300281123621, ,0,99,99,0,0,0,0
330300281174421, ,2,0,0,0,0,0,0
330300281175021, ,2,4,1,0,1,0,2
330300251051421, ,99,99,99,0,0,0,0
330300251052721, ,2,4,1,0,1,0,2
330300251121121, ,4,3,1,0,0,0,2
330300251150521, ,4,3,0,0,1,0,2
330300251161021, ,4,3,1,0,0,0,2
330300311022121, ,0,495,99,99,99,99,99
330300321043221, ,2,1,1,0,0,0,0
330300321063621, ,0,0,0,0,0,0,0
330300331062421, ,99,495,99,99,99,99,99
330300331142321, ,4,3,0,0,1,0,2
330300331152921, ,0,495,99,99,99,99,99
5, ,99,99,99,0,0,0,0
110107041082221, ,4,4,0,1,1,0,2
110107041091221, ,0,4,1,1,0,0,2
110107041093721, ,0,3,1,0,0,0,2
110107041110621, ,99,99,99,0,0,0,0
110107041111221, ,4,6,1,1,2,0,2
110107041122421, ,4,5,1,1,1,0,2
110107061022721, ,4,1,0,0,1,0,0
110107061061321, ,0,99,99,0,0,0,0
110107071011021, ,2,1,0,0,1,0,0
110107071030721, ,99,495,99,99,99,99,99
110107051013321, ,2,495,99,99,99,99,99
110107051021021, ,6,6,1,0,1,2,2
110107051023521, ,99,0,0,0,0,0,0
110107051030721, ,0,3,0,0,1,0,2
110107051042321, ,0,3,1,0,0,0,2
110107051062021, ,2,3,0,0,1,0,2
110107021041321, ,0,1,1,0,0,0,0
110107021041821, ,4,3,0,0,1,0,2
110107021043621, ,6,5,1,0,2,0,2
110107031012721, ,4,4,1,0,1,0,2
110107031022521, ,0,5,1,0,2,0,2
110107041011721, ,4,3,1,0,0,2,0
110107041012321, ,4,4,1,1,0,0,2
110107041012821, ,2,3,1,0,0,0,2
110107041020421, ,4,99,99,0,0,0,0
110107041020521, ,4,5,1,1,1,0,2
110107041021721, ,2,2,0,1,1,0,0
110107041023421, ,2,2,0,0,0,0,2
110107041061421, ,2,1,1,0,0,0,0
140702011571521, ,99,99,99,0,0,0,0
140702011573821, ,4,1,1,0,0,0,0
140702021031421, ,4,4,1,0,1,0,2
110107081031821, ,0,1,1,0,0,0,0
110107081041221, ,4,1,0,1,0,0,0
110107081051321, ,2,495,99,99,99,99,99
110107081061221, ,2,99,99,0,0,0,0
110107081070921, ,2,3,0,0,1,0,2
110107091030821, ,6,7,1,0,2,2,2
110107101011321, ,2,4,1,1,0,0,2
110107101033021, ,99,495,99,99,99,99,99
110107101043621, ,2,495,99,99,99,99,99
110107101053121, ,2,1,1,0,0,0,0
110107101080821, ,4,99,99,0,0,0,0
110107121010421, ,4,5,1,0,2,0,2
110107121012821, ,2,3,0,0,1,0,2
110107121012921, ,0,3,1,0,0,0,2
110107121023121, ,0,5,1,0,2,0,2
110107121023721, ,2,3,0,0,1,0,2
110107131012121, ,4,1,1,0,0,0,0
110107131022421, ,6,3,0,0,1,0,2
110107131030521, ,4,3,0,0,1,0,2
110107131031721, ,4,6,1,0,1,2,2
110107141010821, ,0,7,1,0,2,2,2
110107141030421, ,99,99,99,0,0,0,0
110107141032921, ,6,99,99,0,0,0,0
110107151011321, ,0,3,1,0,0,2,0
330300121150121, ,6,99,99,0,0,0,0
330300121153121, ,4,99,99,0,0,0,0
330300121154221, ,2,0,0,0,0,0,0
330300121154321, ,0,3,1,0,0,0,2
330300121154921, ,4,1,1,0,0,0,0
330300141102621, ,99,0,0,0,0,0,0
330300141103321, ,2,3,1,0,0,0,2
330300141103921, ,4,3,1,0,0,0,2
330300141120621, ,99,1,1,0,0,0,0
330300141121221, ,4,3,1,0,0,0,2
330300141132121, ,4,4,1,1,0,0,2
330300141132721, ,0,99,99,0,0,0,0
330300141150621, ,6,3,1,0,0,0,2
330300141151921, ,4,99,99,0,0,0,0
330300141153021, ,2,6,1,0,1,2,2
330300141153621, ,0,4,1,0,1,0,2
330300141154321, ,0,1,1,0,0,0,0
330300141191221, ,2,3,1,0,0,0,2
330300151085421, ,99,495,99,99,99,99,99
330300151093821, ,0,1,1,0,0,0,0
330300151100921, ,4,1,1,0,0,0,0
330300151110821, ,4,1,1,0,0,0,0
330300151113921, ,6,3,1,0,0,0,2
330300151131621, ,4,1,1,0,0,0,0
330300151131721, ,99,99,99,0,0,0,0
330300151134121, ,0,4,0,1,1,0,2
330300151150121, ,4,1,1,0,0,0,0
330300131040321, ,4,2,1,0,1,0,0
330300131051121, ,4,5,1,1,1,0,2
330300131051621, ,0,5,1,0,2,0,2
330300131082821, ,2,4,1,1,0,0,2
330300141061021, ,4,1,0,0,1,0,0
330300101044421, ,99,99,99,0,0,0,0
330300101052121, ,6,4,1,1,0,0,2
330300101054421, ,99,495,99,99,99,99,99
330300111040621, ,99,99,99,0,0,0,0
330300111082721, ,2,6,1,0,1,2,2
330300111084521, ,0,3,1,0,0,0,2
330300111121421, ,0,2,1,0,1,0,0
330300121010721, ,4,1,0,0,1,0,0
330300121014221, ,0,495,99,99,99,99,99
110107151012521, ,99,495,99,99,99,99,99
110107151013121, ,4,4,1,0,1,0,2
110107151020221, ,6,4,1,0,1,0,2
